0,6.0,8.0,0,0
1,7.4,10.4,0.7,0.1
2,9.8,9.8,6.0,0
3,10.4,12.8,1.6,0
4,4.0,5.2,0.9,0
5,8.0,6.0,2.1,0.1
6,4.2,9.4,0,1.5
7,3.4,12.6,1.9,0
8,6.2,12.4,2.3,0
9,10.4,6.6,1.1,0
10,10.2,4.2,0.5,1.2
11,8.4,8.2,1.9,2.0
12,6.2,6.4,1.4,0
13,1.0,5.0,2.3,2.1
 14,2.4,8.4,2.1,0
15,7.2,3.2,2.0,6.5
16,10.4,8.2,1.5,0
17,5.4,4.6,0.3,1.0
18,3.4,6.6,7.1,0
19,2.6,2.6,0.9,0
20,11.4,11.6,0,0.3
21,12.4,8.4,0.8,0
22,8.4,11.4,0.8,2.2
23,3.2,11.4,1.6,0
24,1.6,10.4,1.0,1.9
25,1.4,7.6,1.4,1.8
26,5.4,13.6,0.7,0
27,6.0,9.6,1.5,1.9
28,8.6,13.4,1.4,0
29,11.6,9.6,0.6,0.8
30,11.6,5.4,1.9,0
31,7.4,13.8,1.1,1.3
32,7.6,9.2,1.2,0.9
33,9.2,2.0,2.3,0
34,12.2,6.6,10,0
35,12.4,12.6,1.7,8.3
36,12.6,13.8,0.6,0
37,6.4,4.4,0.9,0
38,9.0,7.0,1.5,0
39,11.8,3.0,0,1.6
40,6.0,8.0,0,0
