0,8.0,8.0,0,0
1,4.4,4.4,1.8,1.4
2,7.2,5.2,1.3,1.9
3,4.2,9.0,1.1,1.0
4,9.0,7.0,1.5,0.9
5,11.0,4.0,2.1,0.9
6,6.6,6.8,1.9,8.6
7,10.0,10.0,1.5,0.5
8,11.0,9.0,0,1.5
9,5.2,11.8,1.4,2.2
10,8.0,13.2,1.3,0
11,11.0,13.0,6.7,2.3
12,7.0,10.2,1.6,1.5
13,12.4,7.0,0,1.3
14,12.4,11.4,6.1,1.7
15,12.4,4.8,0.8,1.3
16,4.2,7.2,1.9,0.4
17,6.6,8.8,2.0,0.4
18,1.8,11.2,1.3,1.1
19,12.4,9.6,1.5,1.5
20,13.2,2.8,2.2,0
21,8.8,2.6,0,1.4
22,5.2,2.6,1.2,1.4
23,2.2,5.6,0.6,0.1
24,1.4,8.6,1.3,0.1
25,3.4,12.8,1.4,0.6
26,8.2,9.2,1.8,1.4
27,11.0,6.8,1.7,0.9
28,7.0,3.2,1.4,1.9
29,10.4,5.2,1.3,0.1
30,8.6,5.2,2.2,0
31,6.2,15.2,1.2,0.2
32,4.4,10.6,1.4,2.1
33,5.2,5.8,1.3,0.7
34,10.0,8.0,1.9,8.1
35,11.0,10.0,1.0,1.0
36,10.8,2.0,0,2.2
37,12.0,3.0,1.4,2.1
38,9.4,13.2,1.2,1.1
39,6.0,12.0,1.6,0.3
40,6.0,10.0,6.3,0
41,2.4,3.4,1.5,1.3
42,3.0,2.8,0,0.1
43,3.2,3.8,1.8,1.6
44,4.2,9.6,1.7,1.3
45,10.0,6.0,2.1,1.0
46,10.2,8.4,1.3,1.5
47,10.0,3.0,1.9,0.1
48,9.6,4.2,2.0,1.6
49,2.4,7.6,0.5,0.1
50,3.0,11.2,2.2,0
51,5.8,7.8,1.2,0.3
52,10.8,7.6,1.9,0.5
53,11.0,11.4,2.2,0.4
54,13.4,8.2,1.6,1.7
55,2.0,14.0,0.7,1.2
56,1.2,5.0,1.3,2.1
57,13.0,5.4,1.4,5.6
58,8.0,12.0,2.1,0.1
59,14.0,12.8,1.2,1.4
60,12.8,0.8,1.3,0
61,7.2,1.2,1.5,1.1
62,6.0,4.0,1.8,0.4
63,4.0,6.0,0,2.1
64,3.0,1.0,1.4,1.8
65,10.0,14.0,0.9,0.7
66,11.4,14.4,6.7,0.7
67,9.0,8.4,1.5,2.0
68,7.6,6.6,0,1.7
69,10.0,0.8,0.8,0
70,8.0,8.0,0,0
