0,18.4,18.4,0,0
1,17.6,11.6,1.2,1.0
2,14.0,1.2,2.2,1.3
3,11.4,11.8,2.3,0.8
4,0.0,19.6,0.5,0.8
5,12.2,7.6,1.1,0.1
6,13.0,4.4,2.3,0.6
7,18.2,10.4,0,2.3
8,11.8,0.4,0.9,0
9,0.6,10.8,2.3,1.0
10,19.0,7.6,0,2.3
11,16.0,5.6,1.4,1.9
12,13.2,8.4,1.6,1.3
13,15.8,14.8,1.2,0.3
14,19.8,5.0,0.2,0.6
15,4.0,8.6,0.2,0
16,8.0,0.6,0.6,0.1
17,10.0,8.4,2.0,0.1
18,19.4,0.0,1.3,0.9
19,4.2,3.8,1.2,1.2
20,7.2,4.2,1.5,1.9
21,20.0,12.2,1.3,1.8
22,2.2,17.0,6.6,1.8
23,13.8,7.0,1.7,0
24,13.8,4.4,0.7,2.2
25,5.8,7.0,1.2,1.6
26,2.8,1.8,0.4,1.5
27,10.0,6.6,0.4,1.9
28,17.8,3.4,2.0,1.0
29,11.4,8.8,1.0,1.9
30,12.0,5.0,0.9,8.4
31,9.6,8.4,0.2,0.2
32,3.4,18.6,0.9,1.0
33,4.2,10.0,0.1,0.1
34,15.4,3.6,0,2.2
35,0.4,0.8,0.2,2.2
36,12.6,16.6,1.2,0
37,13.6,1.2,1.4,0.9
38,8.2,19.0,2.3,0.1
39,9.6,10.8,0,0.6
40,19.6,14.6,7.1,0.2
41,5.2,7.6,1.3,1.8
42,13.8,15.2,2.3,2.2
43,8.0,0.2,0.3,0
44,13.0,8.2,0.6,0.9
45,2.8,17.2,2.3,1.4
46,6.4,7.8,0,1.8
47,2.8,4.8,6.6,0.9
48,19.2,1.0,0.7,0.5
49,16.4,19.6,1.3,0.2
50,4.6,17.0,1.0,0.4
51,12.6,13.8,0.3,1.5
52,17.4,3.8,0.6,0
53,11.2,15.0,1.3,0.4
54,3.0,12.6,0.2,7.2
55,2.0,9.0,1.4,1.6
56,1.4,6.0,0.7,2.1
57,6.2,2.2,2.1,0.2
58,7.2,18.6,0.7,1.1
59,10.0,6.2,2.2,2.1
60,9.8,10.4,1.3,6.4
61,7.8,2.0,0,2.1
62,15.2,8.0,1.8,1.0
63,16.6,6.8,2.2,1.1
64,6.6,10.2,0.6,1.3
65,0.0,3.0,0.2,0.9
66,10.45,16.45,1.1,1.9
67,10.4,16.4,0.5,0.8
68,9.2,1.2,0.9,2.1
69,0.6,5.2,0.9,1.7
70,9.2,16.0,7.2,0
71,18.8,6.0,0,0.5
72,5.2,15.2,0.2,2.2
73,15.0,18.4,1.2,1.9
74,11.4,10.2,1.9,0.4
75,6.8,4.2,0.6,2.2
76,5.6,16.0,1.4,0.9
77,11.8,13.2,0.2,1.2
78,10.2,3.2,0,1.0
79,17.4,2.2,1.2,6.6
80,18.4,18.4,0,0
