0,5.4,18.6,0,0
1,6.6,5.4,1.6,1.5
2,5.8,7.8,0.2,2.3
3,1.4,16.2,0.7,0.5
4,0.2,11.8,4.1,8.9
5,9.8,1.8,0.9,0.7
6,4.2,10.6,0,0.1
7,15.8,17.8,2.1,1.3
8,16.2,16.6,2.3,1.4
9,17.0,2.2,1.0,0
10,9.0,1.8,0.6,0.5
11,1.4,13.0,1.9,1.7
12,19.0,5.4,0,0.4
13,16.2,17.0,2.0,1.7
14,7.4,16.2,1.3,0.2
15,13.8,13.8,1.5,1.0
16,3.0,19.0,1.1,2.1
17,17.8,15.0,1.2,1.0
18,6.6,18.6,0,1.1
19,11.4,16.6,0.3,0
20,2.2,19.0,0.1,0.9
21,0.6,11.4,0.5,0.9
22,9.0,2.2,2.0,1.3
23,8.6,12.2,2.3,1.0
24,7.0,8.6,7.4,0.3
25,3.8,16.6,0,1.7
26,16.6,13.8,1.9,0.2
27,17.0,15.4,0.2,2.3
28,3.8,7.8,1.7,1.0
29,16.6,17.4,1.7,0
30,0.2,2.6,0.9,1.6
31,3.0,7.8,1.1,1.5
32,16.6,3.4,3.2,7.2
33,8.2,19.4,0.6,1.9
34,6.2,12.2,0.9,1.9
35,11.8,13.8,0.5,1.3
36,5.8,3.0,0.9,1.3
37,18.6,16.6,0.2,1.3
38,12.6,19.4,1.4,0.8
39,13.0,11.4,1.9,0
40,3.0,13.8,0,1.3
41,6.2,19.4,2.1,1.1
42,11.4,1.8,2.0,0.6
43,17.0,7.4,2.1,1.0
44,4.2,5.8,1.8,1.2
45,10.6,2.2,8.8,2.6
46,3.0,15.4,0.1,2.1
47,8.2,13.8,1.7,1.8
48,9.0,3.4,8.2,1.7
49,2.6,5.0,0.2,0
50,12.6,11.4,0.4,0.6
51,19.0,1.0,1.2,1.8
52,11.0,18.2,1.8,1.8
53,0.6,6.2,2.1,2.0
54,9.4,1.4,0,2.0
55,12.2,13.8,2.9,7.9
56,17.0,7.0,1.8,1.6
57,17.8,16.2,2.2,1.5
58,9.0,9.4,0.9,1.4
59,13.0,18.6,2.3,0
60,5.4,18.6,0,0
