0,17.2,4.4,0,0
1,5.8,3.4,0.1,1.0
2,0.8,10.0,2.3,5.3
3,5.0,2.6,2.3,0.3
4,13.4,7.4,0.5,0.9
5,2.6,1.4,0.7,1.1
6,12.4,3.0,1.8,0.6
7,16.8,7.6,1.2,0.7
8,6.8,0.6,2.0,0.5
9,3.8,9.0,1.9,0
10,8.4,15.2,0,1.1
11,8.0,17.2,1.6,1.2
12,5.0,18.8,0.2,1.3
13,12.6,11.4,5.6,0.8
14,15.0,4.8,1.3,0.9
15,12.2,17.0,1.9,0.4
16,17.4,7.6,1.7,1.2
17,10.8,7.8,1.4,6.1
18,13.2,6.8,0.8,0.6
19,9.2,7.8,1.0,0
20,9.4,3.4,0,1.6
21,4.2,10.8,1.9,1.8
22,3.8,16.6,1.2,0.1
23,0.2,16.4,0.9,1.3
24,18.8,5.6,1.8,2.1
25,16.4,14.4,0.4,1.2
26,8.2,11.8,2.0,0.1
27,20.0,15.4,0.8,0.6
28,0.2,11.4,0.3,1.6
29,19.2,1.4,1.8,0
30,11.4,16.4,0,0.8
31,9.4,7.6,2.1,1.6
32,13.6,17.8,2.1,0.7
33,3.2,7.2,0.8,1.8
34,10.2,7.6,1.9,1.4
35,16.6,14.8,6.6,0.7
36,16.8,0.4,0,0.7
37,17.2,4.4,0,0
