0,7.8,3.8,0,0
1,15.8,3.8,1.8,5.9
2,8.2,15.8,1.6,0.9
3,5.0,6.2,2.2,0.3
4,12.6,18.6,6.4,0.9
5,6.6,1.0,0.3,1.1
6,13.8,3.4,1.9,2.3
7,11.4,14.6,0.6,0.9
8,10.6,15.0,0.6,2.2
9,0.2,0.2,0.6,0.7
10,15.8,14.6,1.2,0
11,11.8,1.0,0,0.8
12,0.2,7.4,1.6,0.7
13,8.2,6.2,7.2,2.0
14,4.6,14.6,0.7,1.9
15,7.4,5.4,1.6,1.9
16,17.0,18.6,2.3,1.6
17,18.6,2.6,0.4,0.2
18,17.0,9.0,2.2,7.1
19,9.8,18.2,2.3,1.7
20,11.0,8.6,0.7,0
21,16.6,5.8,0,1.6
22,18.6,9.8,1.1,1.4
23,17.4,4.6,0.1,1.1
24,6.2,4.6,2.2,2.1
25,3.8,19.4,1.6,1.7
26,8.2,1.8,1.5,1.0
27,16.6,12.2,0.7,1.0
28,1.8,1.4,0.5,1.1
29,2.6,2.6,2.2,0.7
30,8.6,7.4,0.9,0
31,2.6,12.2,1.0,2.3
32,14.2,10.2,0,1.9
33,9.0,18.6,0.9,2.1
34,18.6,11.0,0.3,1.3
35,1.0,19.4,0.7,1.7
36,16.2,2.2,1.5,1.2
37,1.4,10.6,0,1.2
38,1.4,8.2,0.2,1.8
39,7.8,3.8,0,0
