0,8.0,8.0,0,0
1,4.4,4.4,1.8,1.9
2,7.2,5.2,1.3,0.9
3,4.2,9.0,1.1,1.0
4,9.0,7.0,1.5,8.9
5,11.0,4.0,2.1,2.0
6,6.6,6.8,1.9,0.8
7,10.0,10.0,1.5,0.9
8,11.0,9.0,1.6,0.3
9,5.2,11.8,0,0.5
10,8.0,13.2,1.3,0
11,11.0,13.0,6.7,0.6
12,7.0,10.2,1.6,0.3
13,12.4,7.0,1.2,1.6
14,12.4,11.4,6.1,0.1
15,12.4,4.8,0.8,1.0
16,4.2,7.2,1.9,2.0
17,6.6,8.8,2.0,1.5
18,1.8,11.2,0,1.1
19,12.4,9.6,1.5,1.8
20,13.2,2.8,2.2,0
21,8.8,2.6,1.4,0.9
22,5.2,2.6,1.2,7.9
23,2.2,5.6,0.6,0.3
24,1.4,8.6,1.3,0.7
25,3.4,12.8,0,0.7
26,8.2,9.2,1.8,2.0
27,11.0,6.8,1.7,0.7
28,7.0,3.2,1.4,1.5
29,10.4,5.2,1.3,2.2
30,8.6,5.2,2.2,0
31,6.2,15.2,1.2,1.8
32,4.4,10.6,1.4,0.8
33,5.2,5.8,1.3,1.4
34,10.0,8.0,1.9,1.3
35,11.0,10.0,1.0,0.5
36,10.8,2.0,1.2,1.1
37,12.0,3.0,1.4,2.2
38,9.4,13.2,1.2,1.6
39,6.0,12.0,1.6,0.2
40,6.0,10.0,5.3,0
41,2.4,3.4,1.5,0.2
42,3.0,2.8,1.1,0.1
43,3.2,3.8,1.8,2.1
44,4.2,9.6,1.7,0.8
45,10.0,6.0,2.1,1.8
46,10.2,8.4,0,1.8
47,10.0,3.0,1.9,2.1
48,9.6,4.2,2.0,0.9
49,2.4,7.6,0.5,1.2
50,3.0,11.2,2.2,0
51,5.8,7.8,1.2,0.4
52,10.8,7.6,0,0.2
53,11.0,11.4,2.2,1.3
54,13.4,8.2,4.6,8.6
55,2.0,14.0,0.7,1.0
56,1.2,5.0,1.3,0.1
57,13.0,5.4,0,2.2
58,8.0,12.0,2.1,0.9
59,10.0,0.8,1.2,0
60,8.0,8.0,0,0
